"Installment Ticket Id","InstallmentTransactionId","InstallmentDate","InstallmentValueDate","InstallmentProducts","InstallmentPaymentPrice","InstallmentProductPrice","InstallmentPaymentExtRef","InstallmentProductExtRef","Installments"
"","3755330","05/08/2025","05/08/2025","Cash","0","","70001","",""
"911422","3755330","05/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911421","3755330","05/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755331","05/08/2025","05/08/2025","Cash","0","","70001","",""
"239140","3755331","05/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"239139","3755331","05/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755332","05/08/2025","05/08/2025","Cash","0","","70001","",""
"911423","3755332","05/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911424","3755332","05/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755341","05/08/2025","05/08/2025","Credit card","2150","","70100","",""
"911438","3755341","05/08/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"911437","3755341","05/08/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3755343","05/08/2025","05/08/2025","Credit card","646","","70100","",""
"911439","3755343","05/08/2025","","מנוי לעונת 2025/2026","","646","","4240",""
"","3755345","05/08/2025","05/08/2025","Credit card","2720","","70100","",""
"911441","3755345","05/08/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"911442","3755345","05/08/2025","","מנוי לעונת 2025/2026","","1440","","4240",""
"","3755348","05/08/2025","05/08/2025","Credit card","1280","","70100","",""
"911445","3755348","05/08/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3748755","06/07/2025","06/07/2025","CustomPayment","4160","","79991","",""
"903486","3748755","06/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"903485","3748755","06/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"903487","3748755","06/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3748757","06/07/2025","06/07/2025","Credit card","680","","70100","",""
"903489","3748757","06/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3748762","06/07/2025","06/07/2025","Credit card","680","","70100","",""
"903493","3748762","06/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3748764","06/07/2025","06/07/2025","Credit card","2020","","70100","",""
"903497","3748764","06/07/2025","","מנוי לעונת 2025/2026","","490","","4240",""
"903496","3748764","06/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"903495","3748764","06/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3748766","06/07/2025","06/07/2025","Credit card","1040","","70100","",""
"903498","3748766","06/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3748769","06/07/2025","06/07/2025","Credit card","1330","","70100","",""
"903502","3748769","06/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"903501","3748769","06/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3748771","06/07/2025","06/07/2025","Credit card","680","","70100","",""
"903503","3748771","06/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3748773","06/07/2025","06/07/2025","Credit card","850","","70100","",""
"903505","3748773","06/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3748785","06/07/2025","06/07/2025","Credit card","850","","70100","",""
"903521","3748785","06/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3748787","06/07/2025","06/07/2025","Credit card","2550","","70100","",""
"903523","3748787","06/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"903524","3748787","06/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"903525","3748787","06/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3748796","06/07/2025","06/07/2025","Cash","0","","70001","",""
"237409","3748796","06/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"903530","3748796","06/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3748798","06/07/2025","06/07/2025","Other Payment","","","Other","",""
"","3748801","06/07/2025","06/07/2025","Other Payment","","","Other","",""
"","3748805","06/07/2025","06/07/2025","Credit card","1640","","70100","",""
"903532","3748805","06/07/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"","3755415","06/08/2025","06/08/2025","Other Payment","0","","Other","",""
"911551","3755415","06/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911550","3755415","06/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755543","06/08/2025","06/08/2025","Credit card","760","","70100","",""
"911654","3755543","06/08/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3755545","06/08/2025","06/08/2025","CustomPayment","20000","","79991","",""
"911652","3755545","06/08/2025","","מנוי חניה 2025-26","","5000","","4240",""
"911651","3755545","06/08/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"911650","3755545","06/08/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"911649","3755545","06/08/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"70909","3755545","06/08/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3755546","06/08/2025","06/08/2025","CustomPayment","30000","","79991","",""
"911655","3755546","06/08/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"911656","3755546","06/08/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"70910","3755546","06/08/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3755547","06/08/2025","06/08/2025","Credit card","680","","70100","",""
"911660","3755547","06/08/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3755548","06/08/2025","06/08/2025","CustomPayment","30000","","79991","",""
"911659","3755548","06/08/2025","","מנוי חניה 2025-26","","5000","","4240",""
"911657","3755548","06/08/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"911658","3755548","06/08/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"70911","3755548","06/08/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3755549","06/08/2025","06/08/2025","Credit card","3600","","70100","",""
"911661","3755549","06/08/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"911662","3755549","06/08/2025","","מנוי לעונת 2025/2026","","1550","","4240",""
"","3755557","06/08/2025","06/08/2025","Credit card","1050","","70100","",""
"911671","3755557","06/08/2025","","מנוי לעונת 2025/2026","","1050","","4240",""
"","3755562","06/08/2025","06/08/2025","CustomPayment","3260","","79991","",""
"911685","3755562","06/08/2025","","מנוי לעונת 2025/2026","","1050","","4240",""
"911684","3755562","06/08/2025","","מנוי לעונת 2025/2026","","1160","","4240",""
"911686","3755562","06/08/2025","","מנוי לעונת 2025/2026","","1050","","4240",""
"","3755606","06/08/2025","06/08/2025","Other Payment","0","","Other","",""
"911746","3755606","06/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911747","3755606","06/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755607","06/08/2025","06/08/2025","Credit card","850","","70100","",""
"911748","3755607","06/08/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3755618","06/08/2025","06/08/2025","Other Payment","0","","Other","",""
"911772","3755618","06/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755619","06/08/2025","06/08/2025","Credit card","2150","","70100","",""
"911775","3755619","06/08/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"911774","3755619","06/08/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"911773","3755619","06/08/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3755621","06/08/2025","06/08/2025","Credit card","1300","","70100","",""
"911795","3755621","06/08/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3755625","06/08/2025","06/08/2025","Credit card","700","","70100","",""
"911797","3755625","06/08/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3755628","06/08/2025","06/08/2025","Other Payment","0","","Other","",""
"911800","3755628","06/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3748876","07/07/2025","07/07/2025","Credit card","-1300","","70100","",""
"237442","3748876","07/07/2025","","מנוי לעונת 2025/2026","","-1300","","4240",""
"","3748877","07/07/2025","07/07/2025","Credit card","1040","","70100","",""
"903630","3748877","07/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3748882","07/07/2025","07/07/2025","Credit card","-850","","70100","",""
"237444","3748882","07/07/2025","","מנוי לעונת 2025/2026","","-850","","4240",""
"","3748884","07/07/2025","07/07/2025","Credit card","680","","70100","",""
"903637","3748884","07/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3748886","07/07/2025","07/07/2025","Credit card","3810","","70100","",""
"903643","3748886","07/07/2025","","מנוי לעונת 2025/2026","","1760","","4240",""
"903642","3748886","07/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"","3748892","07/07/2025","07/07/2025","Credit card","1265","","70100","",""
"903651","3748892","07/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"903652","3748892","07/07/2025","","מנוי לעונת 2025/2026","","585","","4240",""
"","3748910","07/07/2025","07/07/2025","Credit card","680","","70100","",""
"903686","3748910","07/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3748915","07/07/2025","07/07/2025","Credit card","730","","70100","",""
"903704","3748915","07/07/2025","","מנוי לעונת 2025/2026","","730","","4240",""
"","3748920","07/07/2025","07/07/2025","Credit card","1650","","70100","",""
"903708","3748920","07/07/2025","","מנוי לעונת 2025/2026","","1650","","4240",""
"","3748931","07/07/2025","07/07/2025","Credit card","2140","","70100","",""
"903728","3748931","07/07/2025","","מנוי לעונת 2025/2026","","940","","4240",""
"903727","3748931","07/07/2025","","מנוי לעונת 2025/2026","","1200","","4240",""
"","3748936","07/07/2025","07/07/2025","Credit card","800","","70100","",""
"903739","3748936","07/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3755776","07/08/2025","07/08/2025","Credit card","1500","","70100","",""
"911855","3755776","07/08/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"911854","3755776","07/08/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3755777","07/08/2025","07/08/2025","Credit card","1600","","70100","",""
"911857","3755777","07/08/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3755778","07/08/2025","07/08/2025","Cash","0","","70001","",""
"239290","3755778","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911860","3755778","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755781","07/08/2025","07/08/2025","Credit card","700","","70100","",""
"911858","3755781","07/08/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3755785","07/08/2025","07/08/2025","Cash","0","","70001","",""
"911861","3755785","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"239294","3755785","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755787","07/08/2025","07/08/2025","Cash","0","","70001","",""
"911874","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911886","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911875","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911885","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911863","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911865","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911862","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911871","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911877","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911881","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911864","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911869","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911868","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911882","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911879","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911883","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911867","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911887","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911884","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911872","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911873","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911880","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911876","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911866","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911878","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911870","3755787","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"70945","3755787","07/08/2025","","פרסום: לד עליון 25/26","","0","","4118",""
"70944","3755787","07/08/2025","","פרסום: לד תחתון 25/26","","0","","4118",""
"70946","3755787","07/08/2025","","פרסום: מסך לד בסיס סל 25/26","","0","","4118",""
"70943","3755787","07/08/2025","","פרסום: שקופית ג'מבו 25/26","","0","","4118",""
"","3755789","07/08/2025","07/08/2025","Cash","0","","70001","",""
"911891","3755789","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911894","3755789","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911893","3755789","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911892","3755789","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911890","3755789","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755792","07/08/2025","07/08/2025","Credit card","4400","","70100","",""
"911909","3755792","07/08/2025","","מנוי לעונת 2025/2026","","1550","","4240",""
"911908","3755792","07/08/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"911910","3755792","07/08/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3755793","07/08/2025","07/08/2025","Cash","0","","70001","",""
"239296","3755793","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"911896","3755793","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755799","07/08/2025","07/08/2025","Credit card","680","","70100","",""
"911914","3755799","07/08/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3755800","07/08/2025","07/08/2025","Credit card","950","","70100","",""
"911913","3755800","07/08/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"","3755805","07/08/2025","07/08/2025","Credit card","700","","70100","",""
"911915","3755805","07/08/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3755812","07/08/2025","07/08/2025","Credit card","1280","","70100","",""
"912191","3755812","07/08/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3755816","07/08/2025","07/08/2025","Credit card","760","","70100","",""
"912194","3755816","07/08/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3755824","07/08/2025","07/08/2025","Cash","0","","70001","",""
"239323","3755824","07/08/2025","","מנוי לעונת 2025/2026","","-1280","","4240",""
"912217","3755824","07/08/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3755841","07/08/2025","07/08/2025","Credit card","800","","70100","",""
"912276","3755841","07/08/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3755855","07/08/2025","07/08/2025","Other Payment","0","","Other","",""
"912304","3755855","07/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755860","07/08/2025","07/08/2025","Credit card","760","","70100","",""
"912311","3755860","07/08/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3749083","08/07/2025","08/07/2025","CustomPayment","-7100","","79991","",""
"237487","3749083","08/07/2025","","מנוי לעונת 2025/2026","","-700","","4240",""
"237485","3749083","08/07/2025","","מנוי לעונת 2025/2026","","-700","","4240",""
"237489","3749083","08/07/2025","","מנוי לעונת 2025/2026","","-700","","4240",""
"237483","3749083","08/07/2025","","מנוי לעונת 2025/2026","","-5000","","4240",""
"","3749084","08/07/2025","08/07/2025","CustomPayment","7100","","79991","",""
"903878","3749084","08/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"903877","3749084","08/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"903875","3749084","08/07/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"903876","3749084","08/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3749086","08/07/2025","08/07/2025","CustomPayment","8100","","79991","",""
"903880","3749086","08/07/2025","","מנוי לעונת 2025/2026","","2700","","4240",""
"903879","3749086","08/07/2025","","מנוי לעונת 2025/2026","","2700","","4240",""
"903881","3749086","08/07/2025","","מנוי לעונת 2025/2026","","2700","","4240",""
"","3749093","08/07/2025","08/07/2025","Credit card","1890","","70100","",""
"903894","3749093","08/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"903893","3749093","08/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3749094","08/07/2025","08/07/2025","Credit card","2340","","70100","",""
"903895","3749094","08/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"903896","3749094","08/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3749099","08/07/2025","08/07/2025","Credit card","850","","70100","",""
"903900","3749099","08/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3749120","08/07/2025","08/07/2025","CustomPayment","-1650","","79991","",""
"237508","3749120","08/07/2025","","מנוי לעונת 2025/2026","","-1650","","4240",""
"","3749121","08/07/2025","08/07/2025","Credit card","1320","","70100","",""
"903938","3749121","08/07/2025","","מנוי לעונת 2025/2026","","1320","","4240",""
"","3749122","08/07/2025","08/07/2025","Cash","0","","70001","",""
"903939","3749122","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"903940","3749122","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"903941","3749122","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749124","08/07/2025","08/07/2025","Cash","0","","70001","",""
"237510","3749124","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749125","08/07/2025","08/07/2025","Cash","0","","70001","",""
"237512","3749125","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749126","08/07/2025","08/07/2025","Cash","0","","70001","",""
"237514","3749126","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749127","08/07/2025","08/07/2025","Cash","0","","70001","",""
"237516","3749127","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749128","08/07/2025","08/07/2025","Cash","0","","70001","",""
"237518","3749128","08/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"","3749129","08/07/2025","08/07/2025","Cash","0","","70001","",""
"237520","3749129","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749130","08/07/2025","08/07/2025","Cash","0","","70001","",""
"237522","3749130","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749131","08/07/2025","08/07/2025","Cash","0","","70001","",""
"237524","3749131","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749135","08/07/2025","08/07/2025","Cash","0","","70001","",""
"237528","3749135","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"903948","3749135","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749136","08/07/2025","08/07/2025","Cash","0","","70001","",""
"903944","3749136","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749138","08/07/2025","08/07/2025","Credit card","850","","70100","",""
"903949","3749138","08/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3749139","08/07/2025","08/07/2025","Credit card","680","","70100","",""
"903950","3749139","08/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3749143","08/07/2025","08/07/2025","Credit card","1080","","70100","",""
"903953","3749143","08/07/2025","","מנוי לעונת 2025/2026","","1080","","4240",""
"","3749144","08/07/2025","08/07/2025","Credit card","1320","","70100","",""
"903957","3749144","08/07/2025","","מנוי לעונת 2025/2026","","1320","","4240",""
"","3749165","08/07/2025","08/07/2025","Cash","0","","70001","",""
"904000","3749165","08/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3755874","08/08/2025","08/08/2025","Cash","0","","70001","",""
"239455","3755874","08/08/2025","","מנוי לעונת 2025/2026","","-850","","4240",""
"912342","3755874","08/08/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3755875","08/08/2025","08/08/2025","Cash","0","","70001","",""
"239457","3755875","08/08/2025","","מנוי לעונת 2025/2026","","-850","","4240",""
"912343","3755875","08/08/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3749216","09/07/2025","09/07/2025","Credit card","2880","","70100","",""
"904083","3749216","09/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"904084","3749216","09/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"904085","3749216","09/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3749217","09/07/2025","09/07/2025","Credit card","680","","70100","",""
"904087","3749217","09/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3749228","09/07/2025","09/07/2025","Credit card","2740","","70100","",""
"904106","3749228","09/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"904105","3749228","09/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"904104","3749228","09/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3749230","09/07/2025","09/07/2025","Credit card","2440","","70100","",""
"904110","3749230","09/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"904109","3749230","09/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"904108","3749230","09/07/2025","","מנוי לעונת 2025/2026","","840","","4240",""
"","3749238","09/07/2025","09/07/2025","Credit card","650","","70100","",""
"904163","3749238","09/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3749252","09/07/2025","09/07/2025","Credit card","160","","70100","",""
"904164","3749252","09/07/2025","","מנוי לעונת 2025/2026","","160","","4240",""
"237574","3749252","09/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749258","09/07/2025","09/07/2025","Credit card","800","","70100","",""
"904187","3749258","09/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3749260","09/07/2025","09/07/2025","Credit card","1650","","70100","",""
"904186","3749260","09/07/2025","","מנוי לעונת 2025/2026","","1650","","4240",""
"","3749263","09/07/2025","09/07/2025","Credit card","2300","","70100","",""
"904191","3749263","09/07/2025","","מנוי לעונת 2025/2026","","1350","","4240",""
"904192","3749263","09/07/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"","3749283","09/07/2025","09/07/2025","Credit card","840","","70100","",""
"904229","3749283","09/07/2025","","מנוי לעונת 2025/2026","","840","","4240",""
"","3749284","09/07/2025","09/07/2025","Credit card","1280","","70100","",""
"904230","3749284","09/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3749285","09/07/2025","09/07/2025","Credit card","850","","70100","",""
"904231","3749285","09/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3749286","09/07/2025","09/07/2025","Credit card","2250","","70100","",""
"904236","3749286","09/07/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"904235","3749286","09/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3749288","09/07/2025","09/07/2025","Credit card","680","","70100","",""
"904232","3749288","09/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3749292","09/07/2025","09/07/2025","Credit card","680","","70100","",""
"904239","3749292","09/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3749375","10/07/2025","10/07/2025","Credit card","880","","70100","",""
"904328","3749375","10/07/2025","","מנוי לעונת 2025/2026","","880","","4240",""
"","3749376","10/07/2025","10/07/2025","Credit card","1760","","70100","",""
"904331","3749376","10/07/2025","","מנוי לעונת 2025/2026","","1760","","4240",""
"","3749387","10/07/2025","10/07/2025","Credit card","2030","","70100","",""
"904359","3749387","10/07/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"904360","3749387","10/07/2025","","מנוי לעונת 2025/2026","","1080","","4240",""
"","3749403","10/07/2025","10/07/2025","Credit card","2150","","70100","",""
"904389","3749403","10/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"904388","3749403","10/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3749415","10/07/2025","10/07/2025","Credit card","680","","70100","",""
"904409","3749415","10/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3749433","10/07/2025","10/07/2025","Cash","0","","70001","",""
"904432","3749433","10/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"237613","3749433","10/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749440","10/07/2025","10/07/2025","Credit card","1600","","70100","",""
"904439","3749440","10/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"904440","3749440","10/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3749441","10/07/2025","10/07/2025","Cash","0","","70001","",""
"237615","3749441","10/07/2025","","מנוי לעונת 2025/2026","","-1250","","4240",""
"904441","3749441","10/07/2025","","מנוי לעונת 2025/2026","","1250","","4240",""
"","3749442","10/07/2025","10/07/2025","Credit card","640","","70100","",""
"904442","3749442","10/07/2025","","מנוי לעונת 2025/2026","","640","","4240",""
"","3749444","10/07/2025","10/07/2025","Credit card","1760","","70100","",""
"904443","3749444","10/07/2025","","מנוי לעונת 2025/2026","","1760","","4240",""
"","3749445","10/07/2025","10/07/2025","Credit card","4100","","70100","",""
"904470","3749445","10/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"904471","3749445","10/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"","3749448","10/07/2025","10/07/2025","Credit card","650","","70100","",""
"904459","3749448","10/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3749455","10/07/2025","10/07/2025","Credit card","900","","70100","",""
"904469","3749455","10/07/2025","","מנוי לעונת 2025/2026","","900","","4240",""
"","3749458","10/07/2025","10/07/2025","Credit card","800","","70100","",""
"904518","3749458","10/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3749469","10/07/2025","10/07/2025","Credit card","3700","","70100","",""
"904509","3749469","10/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"904510","3749469","10/07/2025","","מנוי לעונת 2025/2026","","1650","","4240",""
"","3749496","10/07/2025","10/07/2025","Credit card","850","","70100","",""
"904582","3749496","10/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3749507","10/07/2025","10/07/2025","Credit card","1040","","70100","",""
"904599","3749507","10/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3749513","10/07/2025","10/07/2025","Credit card","2150","","70100","",""
"904611","3749513","10/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"904612","3749513","10/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3749526","10/07/2025","10/07/2025","Credit card","2030","","70100","",""
"904654","3749526","10/07/2025","","מנוי לעונת 2025/2026","","1080","","4240",""
"904655","3749526","10/07/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"","3749534","10/07/2025","10/07/2025","Credit card","650","","70100","",""
"904702","3749534","10/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3749543","10/07/2025","10/07/2025","Credit card","680","","70100","",""
"904713","3749543","10/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3749557","10/07/2025","10/07/2025","Credit card","800","","70100","",""
"904736","3749557","10/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3756038","10/08/2025","10/08/2025","CustomPayment","20000","","79991","",""
